Match_ID,Player_ID,Username,Team,Team_Name,Kills,Deaths,Assists,Accuracy,Headshots,Objective_Score,Time_Played_Min
48eb8772-48e2-4bf8-9fff-5b135fa028e3,3e0915d7-9d1c-4c8c-b368-959372b839a5,BulletStorm,Team_B,Bravo Squad,17,11,6,0.37,7,58,11.93
9c5312f8-2ddd-4710-91e0-ed31581b04e4,000a7759-0d02-4b85-8280-227a394340aa,WraithX,Team_A,WraithX_Solo,17,11,6,0.32,4,45,11.86
9c5312f8-2ddd-4710-91e0-ed31581b04e4,2375526b-affc-4885-913b-94365b9f6c18,CrimsonHawk,Team_B,CrimsonHawk_Solo,19,10,4,0.42,8,14,9.17
a6453447-b186-4893-ac8d-965370cd1b56,66effb8a-541d-4d88-8482-5ff946187415,DeltaSniper,Team_A,Red Hawks,13,5,9,0.25,5,47,10.87
a6453447-b186-4893-ac8d-965370cd1b56,068fd6e3-da7d-4f44-83f3-d0bfe46f0c1a,NightCrawler,Team_A,Red Hawks,17,5,2,0.39,3,88,11.19
a6453447-b186-4893-ac8d-965370cd1b56,6ce6b763-f57f-4031-b221-556b5ca25f33,ZeroMercy,Team_A,Red Hawks,16,15,5,0.53,10,95,9.25
a6453447-b186-4893-ac8d-965370cd1b56,a62d9c9f-bcd2-4431-aa94-ad0995981f5e,TacticalTony,Team_B,Iron Titans,19,15,0,0.38,7,2,10.01
a6453447-b186-4893-ac8d-965370cd1b56,205844f3-4a4e-4ede-8987-924a0b666e23,IronWill,Team_B,Iron Titans,22,9,6,0.21,0,49,9.42
a6453447-b186-4893-ac8d-965370cd1b56,f69f06d7-ff3e-4508-be2f-961bf5a8a4c3,WraithX,Team_B,Iron Titans,19,6,4,0.31,4,64,12
84f049b1-40cc-4df4-85e2-1b218320f353,5ccdca1c-1701-4c68-a2ac-c116758086a6,StealthWolf,Team_A,Ghost Unit,17,9,9,0.43,7,31,10.36
84f049b1-40cc-4df4-85e2-1b218320f353,124eda6c-a41f-43cc-96ef-2829397f9ee3,GhostReaper,Team_A,Ghost Unit,15,14,5,0.3,7,21,10.31
84f049b1-40cc-4df4-85e2-1b218320f353,f4dbee55-2f8d-419b-a665-1ce8830542b6,CrimsonHawk,Team_B,Shadow Corps,15,15,5,0.21,8,79,9.69
84f049b1-40cc-4df4-85e2-1b218320f353,849fafd4-626f-4880-bf8e-570a5257730a,NightCrawler,Team_B,Shadow Corps,24,12,8,0.47,2,68,9.48
f18a6842-cc95-40e3-af63-68c006b3bbe7,b73eff62-b78e-407b-b980-99251a55a5f3,BulletStorm,Team_A,Bravo Squad,19,14,10,0.33,5,79,9.25
f18a6842-cc95-40e3-af63-68c006b3bbe7,b7e4b05e-877c-4fed-b777-d1f903fb3c6b,BulletStorm,Team_A,Bravo Squad,12,14,6,0.3,10,37,11.51
f18a6842-cc95-40e3-af63-68c006b3bbe7,dd57a84e-cc9f-46db-9a86-8bc017c8040e,StealthWolf,Team_A,Bravo Squad,23,9,9,0.47,0,3,9.43
f18a6842-cc95-40e3-af63-68c006b3bbe7,64594fff-4486-40f1-8edf-11b983c3aab9,EchoHunter,Team_A,Bravo Squad,12,10,8,0.26,6,63,11.62
f18a6842-cc95-40e3-af63-68c006b3bbe7,76819f44-0167-46ee-b04c-69d4ac202776,NovaBlitz,Team_A,Bravo Squad,21,10,1,0.29,8,75,11.67
f18a6842-cc95-40e3-af63-68c006b3bbe7,f86aa0dd-bb7f-424e-9a08-aed8c45c50da,SilentScope,Team_B,Ghost Unit,25,14,1,0.44,10,38,11.29
f18a6842-cc95-40e3-af63-68c006b3bbe7,c58163dd-78de-4a3b-9df4-cf2b589ec79f,VenomFang,Team_B,Ghost Unit,24,5,3,0.46,6,62,10.85
f18a6842-cc95-40e3-af63-68c006b3bbe7,bf5d5b8d-8f66-4d6b-bbf1-c8b1e8620922,IronWill,Team_B,Ghost Unit,20,5,0,0.46,0,88,11.72
f18a6842-cc95-40e3-af63-68c006b3bbe7,d4321f5b-7a89-4a09-a172-2ef478107f19,StealthWolf,Team_B,Ghost Unit,12,12,10,0.37,7,30,11.13
f18a6842-cc95-40e3-af63-68c006b3bbe7,96a5174f-87f5-44b4-9e00-edef9914c476,EchoHunter,Team_B,Ghost Unit,23,5,1,0.44,3,84,9.32
cff14125-8e04-4ac3-a39b-5e3c2944daae,25421ac8-2f56-40e2-a15b-8555fcb8ef87,IronWill,Team_A,Bravo Squad,12,11,5,0.51,2,62,10.05
cff14125-8e04-4ac3-a39b-5e3c2944daae,599aec1e-a222-4ff3-8bcc-5695d666da8c,CrimsonHawk,Team_A,Bravo Squad,19,15,10,0.26,3,16,10.51
cff14125-8e04-4ac3-a39b-5e3c2944daae,18e425aa-6004-492f-909c-1e26d203f344,NovaBlitz,Team_A,Bravo Squad,22,12,1,0.44,5,87,10.51
cff14125-8e04-4ac3-a39b-5e3c2944daae,0e7e591e-5419-41c7-a4a8-55c3fbd1e3af,GhostReaper,Team_A,Bravo Squad,23,11,5,0.38,5,95,10.52
cff14125-8e04-4ac3-a39b-5e3c2944daae,a7edfeb7-f781-4d2c-a5ec-a3226dc0e476,WraithX,Team_B,Bravo Squad,13,10,6,0.33,1,53,10.25
cff14125-8e04-4ac3-a39b-5e3c2944daae,c3ab16fc-9b14-4bcd-8ca5-ea8c4ef7f0e1,BlazeOps,Team_B,Bravo Squad,19,5,3,0.4,6,32,10.26
cff14125-8e04-4ac3-a39b-5e3c2944daae,a0d845b5-db65-4e0e-ba3e-ec6a120ab324,BlazeOps,Team_B,Bravo Squad,10,10,1,0.4,6,14,10.11
cff14125-8e04-4ac3-a39b-5e3c2944daae,d299dc81-682d-4955-a40e-39d8bf903dbc,TacticalTony,Team_B,Bravo Squad,17,8,3,0.41,2,16,10.25
493ee03a-2ff0-41d8-83e0-f256014fc6d1,b26e3806-df27-4d05-92d4-65cca24ca228,IronWill,Team_A,Ghost Unit,21,11,2,0.41,1,18,9.2
493ee03a-2ff0-41d8-83e0-f256014fc6d1,644e833f-9954-4b3e-b505-ae24d8622f36,BlazeOps,Team_A,Ghost Unit,24,9,6,0.4,9,62,11.28
493ee03a-2ff0-41d8-83e0-f256014fc6d1,2a548d5a-805c-4e0e-91fc-7b022a02da2e,NovaBlitz,Team_A,Ghost Unit,19,13,8,0.37,10,77,11.26
493ee03a-2ff0-41d8-83e0-f256014fc6d1,76796dbd-19f5-4763-a30b-47748b7103b4,BlazeOps,Team_B,Bravo Squad,16,6,0,0.4,5,20,11.79
493ee03a-2ff0-41d8-83e0-f256014fc6d1,bb81ceda-75d0-4a05-8f75-b8a3e197847f,SilentScope,Team_B,Bravo Squad,11,9,2,0.45,2,97,10.17
493ee03a-2ff0-41d8-83e0-f256014fc6d1,f93bb32f-37a5-4201-9012-8185826b9dcb,CrimsonHawk,Team_B,Bravo Squad,12,11,1,0.29,2,61,9.71
f669ca2b-d8ea-4f1a-8d40-cc9ff9c720be,3beb60bf-e34c-4cda-bd19-4fd8a50b0786,ShadowViper,Team_A,Alpha Wolves,13,12,9,0.34,1,73,11.92
f669ca2b-d8ea-4f1a-8d40-cc9ff9c720be,444ec0cc-4e7c-450c-8478-6c0f605097bb,Maverick76,Team_A,Alpha Wolves,23,8,0,0.36,8,46,11.05
f669ca2b-d8ea-4f1a-8d40-cc9ff9c720be,6782ca7f-7b5d-45fa-9e56-2b846c699db6,CrimsonHawk,Team_A,Alpha Wolves,17,11,2,0.2,3,1,11.36
f669ca2b-d8ea-4f1a-8d40-cc9ff9c720be,c379a9dd-79d9-4231-939c-0f1f55461034,BlazeOps,Team_A,Alpha Wolves,16,10,5,0.35,7,58,9.62
f669ca2b-d8ea-4f1a-8d40-cc9ff9c720be,74e94885-3829-49b5-ac35-898ab8021f9d,CrimsonHawk,Team_A,Alpha Wolves,22,14,9,0.46,8,39,9.5
f669ca2b-d8ea-4f1a-8d40-cc9ff9c720be,01471b02-9a79-454b-af05-e3fccca190db,TacticalTony,Team_B,Night Stalkers,10,9,0,0.51,3,95,11.51
f669ca2b-d8ea-4f1a-8d40-cc9ff9c720be,33c593ca-5edd-4dd5-8bc3-bad494b5283f,FrostByte,Team_B,Night Stalkers,25,8,4,0.21,8,22,11.26
f669ca2b-d8ea-4f1a-8d40-cc9ff9c720be,feb5f89b-52f5-4799-a23a-943aa64dcb9e,WraithX,Team_B,Night Stalkers,19,11,2,0.27,10,92,11.38
f669ca2b-d8ea-4f1a-8d40-cc9ff9c720be,42b5a629-e0a2-4da0-9810-f9b51a2c6af5,ZeroMercy,Team_B,Night Stalkers,20,11,2,0.23,0,31,10.67
f669ca2b-d8ea-4f1a-8d40-cc9ff9c720be,9b96285b-e0e8-4dae-9c13-bdd748aed148,NovaBlitz,Team_B,Night Stalkers,10,15,10,0.5,9,42,11.57
278f3245-e7c8-4c8f-8340-36987466bb7d,691b0b17-ddf2-40a9-a60d-8ceca0df9908,TacticalTony,Team_A,Red Hawks,20,8,1,0.52,1,12,11.9
278f3245-e7c8-4c8f-8340-36987466bb7d,ac5af51b-fb33-4afc-9cfc-d3b683aeddbb,FrostByte,Team_A,Red Hawks,12,12,3,0.37,10,50,10.81
278f3245-e7c8-4c8f-8340-36987466bb7d,6c638a55-773e-4567-b2cb-8b4391018366,BlazeOps,Team_A,Red Hawks,22,11,9,0.28,4,61,10.95
278f3245-e7c8-4c8f-8340-36987466bb7d,1fe3cf99-458a-42e4-b659-ff060391189d,FrostByte,Team_A,Red Hawks,12,15,5,0.29,9,65,10.24
278f3245-e7c8-4c8f-8340-36987466bb7d,748e4eae-b2f6-47ba-9adb-2458bb69927b,EchoHunter,Team_B,Alpha Wolves,20,5,7,0.27,9,6,11.93
278f3245-e7c8-4c8f-8340-36987466bb7d,30b266b6-7697-4e82-be98-3b392763737a,FrostByte,Team_B,Alpha Wolves,18,5,3,0.49,5,81,10.47
278f3245-e7c8-4c8f-8340-36987466bb7d,766bf7c3-c498-45e6-832b-88f64ae2a79e,NightCrawler,Team_B,Alpha Wolves,13,15,5,0.27,2,88,11.13
278f3245-e7c8-4c8f-8340-36987466bb7d,260c6415-486c-4ff6-9760-2b48921d5d4d,WraithX,Team_B,Alpha Wolves,20,11,10,0.36,5,6,9.29
b6bcfbd9-2472-45d2-a474-fb3b6206e1a4,d0d27f2b-05c8-40c5-b658-f62faee74230,ZeroMercy,Team_A,ZeroMercy_Solo,11,10,0,0.34,7,8,10.36
b6bcfbd9-2472-45d2-a474-fb3b6206e1a4,6d2a9854-7382-4517-b4bf-a49cacc7c555,IronWill,Team_B,IronWill_Solo,22,10,9,0.25,4,69,11.55
63ed8b90-21ec-4000-a3bb-8dc53ebf1a09,ffc41755-b8a7-4491-8ce9-1d1248a1d676,AceTrigger,Team_A,Iron Titans,17,13,0,0.38,1,41,9.51
63ed8b90-21ec-4000-a3bb-8dc53ebf1a09,4bbb3530-6829-4a06-b9ae-645eb668b666,DeltaSniper,Team_A,Iron Titans,18,14,4,0.36,9,11,10.49
63ed8b90-21ec-4000-a3bb-8dc53ebf1a09,8cd8f317-b33d-47f0-803e-f63c8eeb92f2,ZeroMercy,Team_A,Iron Titans,22,6,6,0.34,5,17,10.06
63ed8b90-21ec-4000-a3bb-8dc53ebf1a09,a0769abc-f6f1-43ae-bb4d-4bf468e5f1a5,Maverick76,Team_A,Iron Titans,15,7,6,0.45,1,72,11.41
63ed8b90-21ec-4000-a3bb-8dc53ebf1a09,012607ae-ee19-42e4-882f-a28c39d41a34,RogueAgent,Team_A,Iron Titans,18,14,2,0.43,9,39,9.07
63ed8b90-21ec-4000-a3bb-8dc53ebf1a09,a6781293-83e0-48e6-8096-ca42462470e6,NovaBlitz,Team_B,Red Hawks,18,14,4,0.47,5,58,9.57
63ed8b90-21ec-4000-a3bb-8dc53ebf1a09,e6a88196-46b4-4b8a-803f-1ff3f413316d,SilentScope,Team_B,Red Hawks,23,11,8,0.23,8,55,11.64
63ed8b90-21ec-4000-a3bb-8dc53ebf1a09,b2126bdf-becb-484b-9cbb-3c6c44ed7967,RogueAgent,Team_B,Red Hawks,20,5,0,0.47,9,11,11.87
63ed8b90-21ec-4000-a3bb-8dc53ebf1a09,6e6a63a3-415a-4707-99fb-0e1ab6509b77,CrimsonHawk,Team_B,Red Hawks,21,11,2,0.46,3,72,10.55
63ed8b90-21ec-4000-a3bb-8dc53ebf1a09,339c99c1-e6fc-4365-aa17-5ac33cd54543,CrimsonHawk,Team_B,Red Hawks,16,11,9,0.48,4,11,11.77
31dfe6a4-b2ac-4ba4-8250-cd6dbc8d904a,daf2ef4d-94a3-4897-8199-46256d910423,VenomFang,Team_A,Ghost Unit,13,13,6,0.47,0,90,11.01
31dfe6a4-b2ac-4ba4-8250-cd6dbc8d904a,45fc672c-3a7a-4a11-8657-373fdff2e383,Maverick76,Team_A,Ghost Unit,25,13,2,0.21,0,85,11.81
31dfe6a4-b2ac-4ba4-8250-cd6dbc8d904a,69946bbb-77b0-4d6d-b64e-89f80ced5b60,IronWill,Team_A,Ghost Unit,10,8,8,0.52,8,12,11.14
31dfe6a4-b2ac-4ba4-8250-cd6dbc8d904a,25b52523-e929-471d-8e19-536d8720adb8,TacticalTony,Team_A,Ghost Unit,15,5,6,0.47,6,61,10.73
31dfe6a4-b2ac-4ba4-8250-cd6dbc8d904a,6f27845c-1e95-4049-ba67-32cac0768bfb,BlazeOps,Team_B,Shadow Corps,17,12,10,0.26,7,28,9.05
31dfe6a4-b2ac-4ba4-8250-cd6dbc8d904a,3df99210-645c-406c-98a5-0ad21ce82ca0,StealthWolf,Team_B,Shadow Corps,18,13,5,0.28,6,61,11.69
31dfe6a4-b2ac-4ba4-8250-cd6dbc8d904a,952675f4-bee8-4fb2-9937-d8a28a3c7cc5,ShadowViper,Team_B,Shadow Corps,24,15,0,0.24,5,51,10.89
31dfe6a4-b2ac-4ba4-8250-cd6dbc8d904a,7a040d2e-fe2d-4c46-a9c8-1020913a99f2,RogueAgent,Team_B,Shadow Corps,25,9,9,0.49,6,62,11.54
591df96f-e8c5-4a06-b8ff-36dff15078fa,2f07d07c-d236-43b4-aaab-2baaa3e4b830,WraithX,Team_A,Iron Titans,16,14,9,0.29,0,75,10.18
591df96f-e8c5-4a06-b8ff-36dff15078fa,38067792-3c0f-4ab2-8d4b-220affac568e,RogueAgent,Team_A,Iron Titans,18,11,7,0.51,3,91,10.96
591df96f-e8c5-4a06-b8ff-36dff15078fa,7be85fcf-15eb-4abf-a4f9-bb6f6bfe245e,GhostReaper,Team_A,Iron Titans,21,13,1,0.54,0,20,10.29
591df96f-e8c5-4a06-b8ff-36dff15078fa,89952620-6e39-49e0-8cdc-7851a0ac2b83,RogueAgent,Team_B,Shadow Corps,16,6,2,0.25,6,53,10.77
591df96f-e8c5-4a06-b8ff-36dff15078fa,72f8a37a-69b4-4938-9bc3-b530d336ef55,IronWill,Team_B,Shadow Corps,20,9,0,0.54,10,4,11.33
591df96f-e8c5-4a06-b8ff-36dff15078fa,3ec9fa09-76f5-46e2-bde0-ed338afa4a28,BulletStorm,Team_B,Shadow Corps,20,13,1,0.22,4,49,9.04
51ff40cb-ad08-466e-ad89-7c81ea9dae07,1f234a49-58d3-4b13-98ac-40541ccdb7a8,WraithX,Team_A,Bravo Squad,10,5,10,0.21,0,4,11.75
51ff40cb-ad08-466e-ad89-7c81ea9dae07,ea65704c-42e5-4c40-832e-3aaefd7dc88c,WraithX,Team_A,Bravo Squad,16,13,6,0.38,7,97,9.96
51ff40cb-ad08-466e-ad89-7c81ea9dae07,7f0ef12d-dcd8-4c69-8e07-aba3d1772ab1,ZeroMercy,Team_A,Bravo Squad,19,12,9,0.3,3,73,11.53
51ff40cb-ad08-466e-ad89-7c81ea9dae07,18594ef8-4352-4d56-8e02-2d449cd55c77,GhostReaper,Team_B,Night Stalkers,18,6,5,0.27,9,48,10.72
51ff40cb-ad08-466e-ad89-7c81ea9dae07,8266f2d3-1be6-4038-b8cf-6d726dc062cb,SilentScope,Team_B,Night Stalkers,12,13,0,0.28,5,37,9.33
51ff40cb-ad08-466e-ad89-7c81ea9dae07,0dd4931c-dcd7-4489-800f-d736aa6d5031,IronWill,Team_B,Night Stalkers,18,15,10,0.48,1,13,9.53
abbcf5d7-4075-424e-b037-aab9d33115b2,4343b152-af97-4ed3-9dc7-785f80339e02,NightCrawler,Team_A,Alpha Wolves,21,14,9,0.31,4,21,11.24
abbcf5d7-4075-424e-b037-aab9d33115b2,8ed2bb2c-3468-44c9-a4c2-129b1f994a02,BulletStorm,Team_A,Alpha Wolves,19,6,7,0.49,9,79,9.94
abbcf5d7-4075-424e-b037-aab9d33115b2,5f1442b6-5b14-4a24-96c3-234da7e16f6b,BulletStorm,Team_A,Alpha Wolves,11,15,3,0.28,8,69,11.31
abbcf5d7-4075-424e-b037-aab9d33115b2,24cb87cd-4ac0-46ba-b38e-8ef5e295b922,WraithX,Team_A,Alpha Wolves,23,12,10,0.34,6,21,10.29
abbcf5d7-4075-424e-b037-aab9d33115b2,f54a7413-77da-4d7e-8971-5e842c4f71e0,Maverick76,Team_A,Alpha Wolves,20,6,4,0.51,0,82,11.34
abbcf5d7-4075-424e-b037-aab9d33115b2,f9d02feb-3ca7-4a5b-8efb-ab1becf76072,NightCrawler,Team_B,Ghost Unit,25,13,4,0.28,10,89,10.38
abbcf5d7-4075-424e-b037-aab9d33115b2,096c65e0-cd45-40fb-ac4e-142f5e238adc,NightCrawler,Team_B,Ghost Unit,10,13,3,0.23,2,88,9.59
abbcf5d7-4075-424e-b037-aab9d33115b2,2f765550-9a16-48e0-b9e2-d9f35a5f7991,BulletStorm,Team_B,Ghost Unit,16,15,7,0.42,0,23,11.05
abbcf5d7-4075-424e-b037-aab9d33115b2,76e6f62d-a744-4ab4-ae44-9ce476e4c28a,VenomFang,Team_B,Ghost Unit,22,8,7,0.38,1,44,11.63
abbcf5d7-4075-424e-b037-aab9d33115b2,43d15f86-f1c1-4f52-bab0-8e967129b69c,StealthWolf,Team_B,Ghost Unit,12,13,1,0.31,1,60,9.67
0147e9a7-90ca-4fb5-b9c5-5c3b4cba235c,9236b5fd-1ba7-416f-98f1-6db6d098d4a5,RogueAgent,Team_A,RogueAgent_Solo,24,12,1,0.34,9,17,10.36
0147e9a7-90ca-4fb5-b9c5-5c3b4cba235c,ed3885ad-ee01-4ea0-9064-3624498560e2,NovaBlitz,Team_B,NovaBlitz_Solo,14,5,2,0.51,8,56,9.18
96a33678-0d70-46e3-9398-3be386e2dff8,696f31bb-6f21-4a0b-9e8b-bf8b5fc23dba,CrimsonHawk,Team_A,Iron Titans,15,8,6,0.44,0,48,9.04
96a33678-0d70-46e3-9398-3be386e2dff8,f33ae678-c6ea-4320-b696-4809a53b5afd,WraithX,Team_A,Iron Titans,25,13,10,0.37,2,34,10.78
96a33678-0d70-46e3-9398-3be386e2dff8,d690de59-8662-4b11-b9d9-299f7101b939,AceTrigger,Team_A,Iron Titans,25,15,5,0.53,7,8,10.13
96a33678-0d70-46e3-9398-3be386e2dff8,c1345069-421b-4035-aabf-653be831724f,NightCrawler,Team_A,Iron Titans,22,9,4,0.4,5,12,10.24
96a33678-0d70-46e3-9398-3be386e2dff8,04ce499d-62bc-43cf-b881-9ed7b509e3dc,StealthWolf,Team_B,Ghost Unit,20,8,5,0.36,7,92,11.3
96a33678-0d70-46e3-9398-3be386e2dff8,7b1d5d95-072d-4185-93e8-4db1aeb8b8f1,StealthWolf,Team_B,Ghost Unit,19,15,8,0.48,2,41,11.47
96a33678-0d70-46e3-9398-3be386e2dff8,3ae4a594-806a-4505-80fa-912d8804d709,IronWill,Team_B,Ghost Unit,23,15,0,0.5,1,66,10.81
96a33678-0d70-46e3-9398-3be386e2dff8,3ebf32fe-f14f-48e9-90d7-ee8716ebbc91,CrimsonHawk,Team_B,Ghost Unit,13,6,6,0.49,7,31,9.94
3be43b2b-c58f-4e07-8fd6-061f3caf4440,5d24b964-0f85-47b8-9169-1657b5a18f11,NovaBlitz,Team_A,NovaBlitz_Solo,21,6,6,0.31,7,4,10.28
3be43b2b-c58f-4e07-8fd6-061f3caf4440,b5bda214-bd81-47dd-af3b-f035aa749018,CrimsonHawk,Team_B,CrimsonHawk_Solo,11,15,8,0.34,0,77,11.6
c76159ae-0cf6-4ffc-b70c-5dee09281f4b,9ffb56eb-db53-4948-bcc1-29090a4f5f6f,TacticalTony,Team_A,Alpha Wolves,17,9,2,0.35,7,40,11.11
c76159ae-0cf6-4ffc-b70c-5dee09281f4b,d2e7b643-57ca-42fe-8b33-80672dfc8f84,Maverick76,Team_A,Alpha Wolves,23,5,5,0.29,6,25,10.88
c76159ae-0cf6-4ffc-b70c-5dee09281f4b,c6948350-270f-47a8-9db3-823ddb879270,ZeroMercy,Team_A,Alpha Wolves,16,13,9,0.4,5,17,9.73
c76159ae-0cf6-4ffc-b70c-5dee09281f4b,b8ffd8bb-3960-4051-a306-54110b926485,EchoHunter,Team_A,Alpha Wolves,20,12,5,0.22,7,67,9.23
c76159ae-0cf6-4ffc-b70c-5dee09281f4b,5545ce48-1625-454b-9daa-34e2f69f596f,IronWill,Team_A,Alpha Wolves,22,8,10,0.39,3,21,9.02
c76159ae-0cf6-4ffc-b70c-5dee09281f4b,7d90bcbc-fb29-4816-95d9-9a572f5ee9ed,EchoHunter,Team_B,Red Hawks,14,12,8,0.23,10,49,9.33
c76159ae-0cf6-4ffc-b70c-5dee09281f4b,55917493-99fa-45e4-b071-e824efc9b595,FrostByte,Team_B,Red Hawks,22,14,4,0.53,7,53,11.88
c76159ae-0cf6-4ffc-b70c-5dee09281f4b,275840bc-864b-479f-b249-2c3307ec5f62,FrostByte,Team_B,Red Hawks,16,15,8,0.36,5,83,9.63
c76159ae-0cf6-4ffc-b70c-5dee09281f4b,ec027ec2-08b3-45dc-9517-dbde23f2958d,EchoHunter,Team_B,Red Hawks,25,13,2,0.47,6,67,11.26
c76159ae-0cf6-4ffc-b70c-5dee09281f4b,4bb135fd-d844-42ed-9061-4b0babc4d064,DeltaSniper,Team_B,Red Hawks,16,6,9,0.48,4,11,9.47
c548a3b3-39ae-4258-a9de-8fbeb567958a,8c7743c1-1aee-485b-aa45-a8c4c24baced,FrostByte,Team_A,FrostByte_Solo,17,7,6,0.38,2,44,11.09
c548a3b3-39ae-4258-a9de-8fbeb567958a,18657b10-4ca4-4dec-a39a-f247c26ee898,ZeroMercy,Team_B,ZeroMercy_Solo,18,6,5,0.52,5,35,10.08
f90465b4-f473-4f3f-9b0e-6a1c46403493,f403b173-3ab6-41eb-9e21-8323107a76b5,RogueAgent,Team_A,Bravo Squad,17,6,3,0.29,5,51,9.01
f90465b4-f473-4f3f-9b0e-6a1c46403493,a1469074-4cd5-49b1-b4a9-403e9cc891ec,ZeroMercy,Team_A,Bravo Squad,10,8,2,0.52,6,60,9.48
f90465b4-f473-4f3f-9b0e-6a1c46403493,9030b133-6c2d-45d3-b441-cee09170bf3f,NightCrawler,Team_A,Bravo Squad,20,15,4,0.31,7,74,10.84
f90465b4-f473-4f3f-9b0e-6a1c46403493,87eb0b76-5095-4c08-bb3b-340868e8e62a,NovaBlitz,Team_A,Bravo Squad,22,10,8,0.36,9,91,10.28
f90465b4-f473-4f3f-9b0e-6a1c46403493,b47b8566-2427-4518-b789-ed67cb4ec135,BlazeOps,Team_A,Bravo Squad,14,6,5,0.27,0,67,11.34
f90465b4-f473-4f3f-9b0e-6a1c46403493,668cff78-c890-48ed-9de9-abf2706d3de5,BlazeOps,Team_B,Red Hawks,15,13,6,0.34,4,80,10.61
f90465b4-f473-4f3f-9b0e-6a1c46403493,f4c3174f-b31b-4c40-a0d1-51c8c987693a,NightCrawler,Team_B,Red Hawks,19,12,8,0.34,8,22,11.06
f90465b4-f473-4f3f-9b0e-6a1c46403493,f42bd6cc-58d7-4b85-8e58-82bbd1479c93,NightCrawler,Team_B,Red Hawks,10,14,7,0.26,2,66,10.08
f90465b4-f473-4f3f-9b0e-6a1c46403493,2f447bb3-61f3-4c4e-9a08-766e30068e33,AceTrigger,Team_B,Red Hawks,19,11,3,0.36,6,26,11.63
f90465b4-f473-4f3f-9b0e-6a1c46403493,4baae7b6-7db6-416a-a3b6-d426d47378da,TacticalTony,Team_B,Red Hawks,22,8,4,0.29,6,5,11.56
77fad853-47d1-4d83-8a7b-9a2ba7aafbc4,8bedeea6-7346-4869-94a6-c540940510a3,IronWill,Team_A,Alpha Wolves,10,8,6,0.53,4,77,11.1
77fad853-47d1-4d83-8a7b-9a2ba7aafbc4,9d74aff6-bb6e-402c-85b7-5a45abce864d,GhostReaper,Team_A,Alpha Wolves,19,15,10,0.37,1,55,10.71
77fad853-47d1-4d83-8a7b-9a2ba7aafbc4,3902813c-116d-4922-9f97-0242bc07bbd6,ZeroMercy,Team_B,Shadow Corps,18,15,10,0.45,0,29,11.58
